0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
2.0;2.0;2.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1960.0;1.0;1.0;2000.0
1969.0;128.0;1499.0;48.0;170.0;198.0;2733.564;9.405;89.595;2473.8755;2483.8184;1653045400.0;1653097200.0;316.18;317.8;1082.0;100.0;300.54;100.0;16.98;360.0;4.0;2.0;2.0;31.0;12.0;2006.0;31.0;12.0;2022.0
